TARGET_B,MONTHS_SINCE_ORIGIN,DONOR_AGE,INCOME_GROUP,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PER_CAPITA_INCOME,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_GIFT_COUNT,CARD_PROM_12,NUMBER_PROM_12,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT
YES,89,81,2,,2333,316,33535,4,1,19,24,13,6,13,19,80
NO,113,,,6,2913,721,33494,1,0,26,25,16,5,25,11,105
YES,137,,,4,1625,450,33485,6,2,17,33,28,6,14,17,129
NO,41,27,5,,1635,738,33475,3,2,23,14,4,6,12,23,41
YES,41,67,4,,2070,540,33467,5,1,18,14,7,6,13,18,40
YES,17,,,,4764,784,33464,1,0,19,6,1,4,10,19,19
YES,125,,6,8,2977,553,33460,3,2,26,25,14,5,12,26,112
YES,125,80,6,9,4548,786,33442,3,2,17,28,23,4,7,17,125
YES,65,39,7,9,2941,654,33387,2,2,19,22,9,6,13,19,64
YES,137,45,6,9,1324,770,33254,2,0,15,27,10,5,12,15,116
YES,29,49,6,,2158,411,33235,5,3,15,10,5,6,13,15,28
YES,65,77,7,9,2158,411,33235,6,4,15,22,15,6,14,15,65
YES,17,87,4,,2602,984,33217,2,1,20,6,2,4,11,20,21
NO,137,79,6,8,1050,413,33169,1,0,18,29,12,4,13,18,126
YES,89,48,5,,1208,497,33095,2,2,18,21,5,4,10,18,78
YES,89,54,7,,2140,773,33069,9,6,11,31,21,12,28,7,82
YES,65,50,6,9,3422,638,33068,2,2,24,19,5,6,13,18,56
NO,113,37,2,6,4245,416,33016,5,2,17,23,13,7,17,17,121
NO,137,66,5,8,1220,668,33014,8,5,20,32,60,5,16,20,126
YES,29,,,,3025,828,32976,3,2,19,10,3,6,13,19,24
NO,29,76,7,,2375,281,32966,2,1,18,9,4,6,17,18,25
YES,17,80,5,,3668,690,32964,1,1,17,5,1,4,10,17,17
NO,77,79,,,4613,560,32943,2,0,15,12,12,3,9,15,76
YES,113,39,7,9,5564,839,32899,2,0,18,23,6,6,13,18,104
YES,113,87,3,8,3836,491,32838,2,2,20,30,15,7,21,9,103
NO,89,57,4,9,1636,621,32804,3,2,25,25,10,6,12,25,89
NO,53,74,5,9,2030,778,32784,1,0,20,14,5,5,15,20,52
YES,113,86,1,,2528,439,32768,2,1,18,26,18,6,27,18,143
NO,101,7,6,9,2528,439,32768,2,2,20,25,16,4,11,20,93
NO,17,56,7,,1125,278,32761,3,2,12,11,4,10,24,11,20
YES,29,65,4,,3491,791,32718,1,1,24,6,1,3,7,24,24
YES,29,67,7,,3813,730,32713,3,1,15,11,3,5,11,15,28
NO,41,51,6,,1828,573,32703,3,3,24,14,4,4,7,24,41
YES,41,67,6,9,2910,575,32700,3,1,18,18,7,6,16,4,45
YES,41,81,3,,1430,562,32648,6,4,17,11,7,4,7,17,41
YES,29,76,4,,1537,791,32640,6,2,16,26,16,9,36,8,87
YES,137,61,,3,3692,783,32609,2,1,18,29,15,5,12,18,127
NO,101,81,5,9,1440,565,32508,5,2,18,25,23,6,12,18,92
NO,77,34,7,9,1191,515,32477,3,2,18,20,8,6,13,18,76
YES,137,68,7,8,3373,546,32474,3,0,18,28,11,6,13,18,122
YES,89,40,5,9,1081,610,32452,2,1,19,23,8,6,13,19,86
NO,137,82,7,5,4234,811,32403,4,2,25,34,22,6,29,22,129
NO,137,75,6,9,1733,510,32367,1,1,21,28,22,4,21,21,130
NO,89,51,2,,1662,366,32365,5,4,17,18,17,6,13,17,88
NO,29,33,5,,1360,669,32349,2,1,21,11,2,6,13,21,28
NO,89,75,5,,2003,909,32344,1,0,26,23,6,8,19,26,78
NO,17,42,6,,2003,909,32344,1,1,16,6,1,5,12,16,16
YES,17,50,,,5544,701,32332,1,0,16,7,2,6,17,7,16
NO,17,72,7,,1828,652,32328,1,1,16,5,1,4,11,16,16
YES,41,67,,,4093,585,32301,3,0,18,13,4,6,13,18,43
NO,77,75,5,9,2108,500,32261,1,1,18,19,4,6,15,18,69
NO,65,36,5,0,1949,583,32261,2,1,16,14,4,6,13,16,57
YES,137,79,2,6,2380,420,32129,3,2,16,30,23,4,8,16,128
YES,113,74,1,,1785,692,32092,2,1,19,25,11,6,15,19,113
YES,65,45,6,9,3370,763,32072,3,1,17,20,9,6,13,17,65
NO,101,76,5,9,1607,755,32055,3,2,18,23,8,6,13,18,93
YES,17,62,7,,2574,676,31952,2,2,17,8,2,6,13,17,21
NO,41,54,7,9,2574,676,31952,3,3,21,14,6,5,26,16,45
NO,137,73,7,9,1042,548,31937,2,1,26,32,11,5,10,26,116
YES,89,76,5,9,4068,753,31920,2,2,24,22,10,6,14,24,81
YES,137,68,7,9,4244,613,31903,3,2,17,30,14,6,13,17,110
NO,65,67,7,9,5435,862,31870,1,1,18,18,10,7,22,5,185
NO,101,44,,8,5071,314,31863,5,2,19,32,30,9,33,4,93
YES,41,45,6,,4026,762,31860,5,3,16,14,7,6,14,16,41
YES,29,48,6,,3404,752,31850,2,2,24,9,2,4,9,24,33
NO,101,74,7,9,1672,649,31841,8,6,20,23,40,4,7,18,101
NO,101,46,5,9,1504,371,31785,2,2,17,25,12,6,20,17,101
NO,77,69,5,9,1504,371,31785,2,1,23,23,7,6,27,6,67
YES,41,43,6,,3673,515,31773,4,3,19,14,6,6,12,19,38
NO,77,73,4,9,3409,691,31741,3,2,17,21,8,6,17,8,77
NO,101,75,6,9,4467,642,31736,3,1,26,29,21,7,33,11,105
YES,17,,,,4259,435,31730,1,1,16,3,1,2,6,16,16
YES,41,,,,5014,756,31694,1,1,23,10,2,4,10,23,34
NO,41,49,,9,921,479,31664,3,2,22,15,5,6,12,22,44
NO,137,,7,6,1805,759,31663,8,6,24,36,29,6,17,24,131
YES,113,62,6,8,5882,533,31652,1,1,17,25,9,6,13,17,102
YES,77,,,,2598,470,31631,5,5,17,21,9,6,12,17,68
YES,113,52,,7,2598,470,31631,1,0,19,22,5,6,13,19,111
YES,137,80,5,,2598,470,31631,2,0,19,28,14,4,11,19,128
NO,41,47,,9,2174,383,31629,2,1,24,13,3,6,11,24,44
NO,137,85,5,7,5378,689,31625,1,0,18,28,16,6,30,16,123
YES,137,48,,9,2379,464,31616,4,2,16,27,19,4,9,16,109
YES,41,,7,,1930,462,31606,2,0,17,11,3,4,10,17,41
YES,77,39,4,9,1930,462,31606,3,1,17,22,11,6,12,17,77
NO,17,49,5,,1930,462,31606,1,1,17,5,1,4,9,17,17
NO,101,57,7,9,1685,709,31553,4,2,15,26,9,6,13,15,92
NO,137,83,7,9,1631,692,31544,2,2,20,34,23,8,36,14,112
YES,113,,7,9,2026,655,31520,1,1,23,36,12,9,42,7,111
YES,41,42,7,,2026,655,31520,1,0,26,11,2,4,9,26,41
YES,53,80,6,9,5540,757,31488,2,1,22,15,4,6,13,18,53
YES,41,56,7,9,1715,554,31480,8,5,16,17,12,6,14,16,45
NO,41,41,6,,2002,572,31480,1,0,26,13,2,4,9,26,43
NO,29,65,7,,932,495,31471,2,0,19,8,3,4,13,19,28
NO,77,73,7,,1143,271,31443,5,3,19,18,8,5,11,19,75
YES,89,54,6,7,1287,534,31394,2,1,17,23,8,6,13,17,81
YES,29,29,1,,1946,388,31377,3,1,15,10,3,5,12,15,29
NO,101,79,6,8,1946,388,31377,2,1,16,28,8,6,15,16,90
YES,137,85,1,,1475,449,31331,3,1,17,30,20,6,13,17,125
NO,41,73,7,9,1475,449,31331,7,4,18,13,18,3,22,6,43
YES,65,46,4,9,867,470,31308,2,1,20,18,7,6,13,20,57
NO,101,46,3,9,1583,738,31282,2,1,18,26,12,6,13,18,101
YES,77,,,7,2298,374,31281,2,0,18,25,14,6,35,6,76
NO,17,81,5,,2298,374,31281,2,2,17,11,3,9,22,9,20
NO,17,,,,978,507,31279,2,2,17,8,2,6,14,17,21
YES,113,82,5,5,5500,365,31227,1,0,21,27,13,6,13,21,105
NO,29,69,3,,1304,449,31210,6,4,16,12,7,6,12,16,29
YES,125,56,5,9,2356,520,31180,5,5,21,31,25,6,13,21,125
NO,137,77,7,9,1364,661,31138,0,0,,37,30,8,26,18,127
YES,77,72,7,9,1947,560,31137,1,1,16,13,4,4,7,16,75
NO,125,80,5,9,5048,770,31123,1,0,30,29,10,8,21,6,114
YES,77,66,,5,3833,365,31120,3,1,25,23,10,6,12,25,68
YES,53,,,,1951,807,31111,3,1,22,16,6,6,12,22,53
NO,89,71,2,2,1590,668,31019,5,2,18,24,21,6,13,18,89
NO,101,49,7,8,1674,539,31004,5,4,16,25,13,6,14,16,91
YES,41,,,,3700,444,31003,3,2,18,14,4,6,12,18,43
YES,77,,,,911,384,31001,3,2,15,16,6,5,12,15,67
YES,89,85,5,8,500,272,30968,5,3,18,24,18,6,23,18,79
NO,17,68,6,,1404,669,30959,1,1,17,6,1,5,11,17,17
NO,101,84,,8,1005,338,30957,3,0,18,15,8,4,9,18,90
NO,65,84,7,9,923,579,30947,1,1,21,17,7,7,24,6,57
NO,137,83,7,9,1223,649,30902,2,1,19,32,21,6,28,14,130
NO,137,86,1,3,1286,373,30892,2,2,24,28,22,4,10,24,129
NO,29,73,6,,2305,676,30878,1,1,23,6,1,3,8,23,23
NO,113,75,5,9,2388,405,30855,9,6,14,44,36,11,32,6,105
NO,77,47,7,,3770,564,30842,1,0,25,21,7,7,15,25,76
NO,137,59,5,9,2298,780,30816,5,3,15,21,18,4,7,15,128
NO,17,73,7,,2317,541,30782,1,0,20,5,1,4,10,20,20
YES,77,33,5,9,1348,662,30766,2,1,17,16,5,6,13,17,69
YES,53,,,,1348,662,30766,2,2,20,8,5,1,6,17,53
NO,29,59,5,,1634,764,30754,2,1,22,8,2,4,9,22,31
YES,77,,,,3514,671,30696,3,2,16,20,9,6,15,16,66
NO,137,76,3,1,1563,801,30694,3,1,18,31,22,6,23,18,128
YES,77,68,2,3,3626,749,30685,3,2,16,26,16,8,32,8,75
YES,41,71,6,,1413,414,30680,2,2,22,18,8,6,13,18,45
NO,101,38,7,9,1350,662,30644,1,0,27,21,5,4,9,27,88
YES,65,57,,9,2083,662,30627,3,3,16,21,5,6,15,16,57
NO,89,59,3,9,1960,535,30622,3,3,19,20,7,6,13,19,87
NO,125,,4,9,1166,525,30611,1,0,30,34,17,6,13,18,125
NO,137,83,1,9,1199,560,30603,4,1,15,33,17,6,13,15,127
YES,17,55,5,,1034,511,30595,1,0,20,8,2,6,13,18,20
YES,137,42,7,9,1497,581,30594,4,2,23,29,14,6,12,23,127
NO,29,,,,1673,712,30574,2,1,18,8,2,6,13,18,22
NO,29,,7,,1673,712,30574,1,1,20,6,1,4,10,20,20
NO,17,29,6,,2580,357,30544,1,1,18,6,1,5,11,18,18
YES,29,75,6,,2973,614,30483,1,1,24,7,1,4,9,24,24
YES,113,,,8,2438,540,30429,1,0,18,27,8,7,15,7,112
NO,53,49,6,9,1112,553,30427,2,1,18,18,10,6,28,4,53
NO,65,,6,1,4578,589,30399,2,2,24,17,12,6,13,24,127
YES,65,54,7,9,1438,619,30386,2,2,16,22,10,5,13,16,65
NO,113,,,9,1696,406,30359,2,2,21,29,10,6,15,21,113
NO,89,86,4,9,675,408,30347,4,3,23,19,21,4,8,23,89
NO,17,41,5,,1766,630,30344,1,1,21,5,1,3,8,21,21
NO,41,78,7,,1766,630,30344,1,1,24,7,3,2,5,24,41
YES,29,60,6,,2347,471,30302,4,3,17,10,5,6,14,17,28
NO,65,72,5,8,1814,814,30259,3,1,17,15,5,6,15,17,63
YES,89,81,7,9,885,345,30256,6,4,17,26,20,6,16,17,89
NO,29,80,,,885,345,30256,3,1,25,13,3,6,12,25,33
NO,137,78,3,8,1094,446,30199,6,5,16,34,18,6,14,16,128
NO,137,71,6,9,1413,651,30189,1,0,15,31,12,5,15,15,123
NO,29,54,7,,1214,370,30143,1,1,30,8,2,4,11,25,30
YES,41,,,,4093,603,30123,2,1,24,15,4,6,26,21,41
NO,29,68,3,,1696,303,30104,2,2,17,9,2,6,12,17,25
NO,89,6,1,8,1696,303,30104,3,3,24,23,12,6,11,24,88
NO,89,74,,9,1408,515,30096,1,0,26,27,12,8,24,4,81
YES,89,,,8,1862,541,30096,1,1,35,23,12,5,12,18,79
YES,53,55,5,,4433,711,30060,1,1,21,12,3,4,10,21,53
YES,137,74,5,,1229,546,30054,5,4,17,26,14,5,10,17,122
YES,17,75,,,651,201,30052,1,0,19,4,1,4,10,19,19
YES,77,51,5,,1869,452,29990,6,4,18,19,11,6,12,18,63
YES,53,,,,1553,634,29972,2,1,18,8,3,1,5,18,53
NO,17,,,,1714,637,29960,1,0,15,6,1,5,10,15,15
NO,41,,6,9,1714,637,29960,2,1,20,12,3,5,11,20,44
NO,137,68,3,8,819,359,29954,1,1,20,26,10,4,11,20,101
YES,77,,7,8,4615,378,29952,3,1,24,25,12,6,12,24,74
YES,137,68,7,9,2360,772,29951,1,0,17,26,10,5,12,17,130
YES,65,43,,9,2038,390,29920,4,3,18,17,9,4,7,18,64
YES,41,67,5,8,1217,465,29913,5,3,17,16,7,6,13,17,44
YES,29,52,7,,2056,906,29903,5,3,21,11,5,6,13,21,29
YES,29,37,6,,3937,450,29888,2,1,18,10,3,7,28,15,24
YES,29,54,6,,4183,631,29875,6,3,17,12,7,7,14,17,28
YES,137,,,8,2780,574,29871,4,2,15,32,35,5,10,15,130
NO,125,,,9,1354,502,29863,1,1,17,17,4,2,4,17,77
NO,137,65,,9,1354,502,29863,5,4,17,27,16,6,13,17,122
NO,77,55,5,8,4187,520,29776,6,4,20,24,16,6,20,20,75
NO,65,71,3,7,2222,450,29771,2,0,26,16,7,5,12,26,88
NO,125,76,7,9,1031,512,29764,1,0,18,29,8,6,15,18,114
NO,137,75,6,9,1300,439,29761,7,6,16,38,42,11,40,5,126
NO,77,80,,5,3847,381,29755,0,0,,14,7,4,30,4,66
YES,41,31,4,,5000,303,29754,3,2,15,7,4,2,7,15,45
NO,41,37,5,1,2238,905,29747,2,0,25,10,3,4,8,25,44
YES,65,,7,7,1689,409,29672,3,2,26,17,6,5,10,26,65
YES,137,69,6,9,4462,713,29646,2,1,16,31,8,6,14,16,118
YES,17,47,6,,2241,584,29643,1,1,21,5,1,3,8,21,21
YES,101,77,7,8,2799,518,29620,5,2,19,28,21,6,13,19,97
YES,113,50,7,9,1449,735,29612,6,5,20,28,16,6,12,19,105
NO,113,86,7,9,4000,493,29608,3,1,26,29,22,7,15,26,105
NO,65,17,5,9,1711,644,29584,3,3,16,18,5,6,14,16,63
NO,53,44,,7,1711,644,29584,4,2,25,18,7,6,12,25,53
NO,89,45,3,5,1488,492,29561,1,0,20,17,5,4,11,20,89
YES,113,72,,9,4104,811,29544,4,1,18,33,26,8,33,6,113
YES,29,29,5,,998,488,29540,4,2,19,10,4,6,14,19,27
NO,137,,6,9,3273,614,29540,5,4,16,34,44,6,32,16,128
YES,137,,4,5,3077,620,29524,9,7,17,33,33,6,14,17,121
NO,137,,,,4239,779,29520,1,0,26,27,11,4,10,26,127
YES,41,74,1,0,1345,609,29493,4,3,15,16,7,6,13,15,43
YES,77,74,7,9,2535,466,29484,2,1,18,18,6,6,17,18,76
YES,29,,5,,3088,612,29477,4,3,23,12,5,6,13,23,29
NO,17,61,1,,2864,550,29449,1,1,16,7,2,5,26,16,18
YES,53,55,,8,1382,474,29415,1,0,26,12,2,4,10,26,53
NO,77,62,,9,1382,474,29415,3,2,18,23,9,6,13,18,74
YES,77,50,,9,3576,661,29413,6,4,20,23,11,6,15,20,76
YES,137,35,6,9,3576,661,29413,9,6,20,33,35,6,14,20,124
NO,89,87,2,5,1027,292,29386,5,3,19,28,18,6,14,19,85
NO,137,69,5,9,1516,654,29384,4,3,18,33,25,6,13,18,129
NO,89,37,7,9,1388,635,29375,5,2,16,23,12,6,15,16,77
YES,65,43,,9,5059,693,29368,5,4,16,10,15,2,7,16,56
NO,41,54,6,,1754,821,29345,7,5,18,15,8,5,14,18,41
YES,29,63,4,,1987,403,29344,2,1,18,8,2,6,13,18,29
NO,137,72,6,9,849,382,29305,1,1,17,22,24,7,35,7,127
YES,41,53,5,,1216,541,29297,7,3,16,17,11,6,12,16,45
YES,77,45,,7,1659,565,29290,11,7,15,23,25,6,13,15,76
YES,17,27,5,,1672,722,29286,1,1,20,6,1,4,10,20,20
NO,113,36,6,9,1672,722,29286,2,1,20,28,11,6,13,20,112
NO,29,45,7,,1899,752,29286,2,2,21,11,2,6,13,21,29
YES,29,66,5,,931,416,29273,2,1,15,7,2,3,6,15,29
NO,77,57,,9,1507,413,29270,3,0,16,19,8,5,15,16,72
NO,41,39,6,,2042,525,29234,3,1,20,13,4,6,12,20,39
YES,101,79,6,8,2075,723,29233,6,5,19,31,29,9,30,4,90
YES,29,,,,3874,776,29217,3,3,17,13,3,6,13,17,33
NO,89,54,3,9,1328,585,29215,3,3,25,24,21,5,10,25,81
NO,89,74,7,9,1636,766,29200,2,1,18,23,7,6,13,18,81
YES,29,75,6,,2854,732,29170,3,2,16,9,3,6,15,16,24
YES,41,41,6,,3992,801,29156,3,0,26,12,4,4,9,26,42
YES,77,,7,,3992,801,29156,2,0,17,16,9,4,8,17,73
NO,41,80,2,,1236,525,29105,2,1,18,13,3,6,12,18,41
YES,77,83,6,9,1708,437,29098,4,2,18,22,13,6,13,18,68
NO,89,85,4,9,1174,696,29076,1,0,20,21,8,5,12,20,80
YES,65,50,6,9,5283,613,29050,6,3,16,19,11,6,15,16,56
NO,29,32,5,,1548,379,29049,5,3,16,12,5,6,13,16,28
NO,137,,4,9,1692,555,29022,3,3,19,33,25,6,14,19,127
NO,113,75,4,8,1730,448,29019,1,0,26,24,8,4,9,26,113
NO,53,68,4,,1730,448,29019,3,0,23,17,9,6,13,18,51
YES,101,77,6,9,3373,643,29018,3,3,24,25,13,6,11,24,93
YES,29,40,,,1381,631,29012,5,2,18,13,7,6,14,18,33
NO,101,56,5,6,806,383,28995,2,0,20,24,7,6,13,20,91
NO,89,73,6,9,1902,628,28946,3,3,17,25,11,6,31,4,87
NO,77,,3,9,4175,510,28941,2,1,19,23,23,6,14,19,76
NO,113,81,5,9,1066,470,28933,4,3,17,28,12,6,14,17,109
NO,125,,2,5,4050,611,28903,2,1,19,32,28,7,15,19,125
YES,125,65,,8,1395,471,28892,3,2,18,33,16,6,13,18,121
YES,41,50,7,9,2549,715,28878,4,2,17,17,7,6,13,17,45
NO,17,50,6,,1454,539,28873,1,0,20,7,1,4,10,20,20
YES,137,67,6,9,1573,569,28844,2,1,15,26,17,2,9,15,129
YES,65,53,5,9,3209,568,28817,2,0,18,20,5,6,13,18,63
YES,137,84,2,8,816,360,28807,4,2,15,22,27,2,7,15,129
YES,29,46,7,,1077,751,28799,4,4,16,10,5,6,14,16,29
YES,53,49,7,8,1335,597,28770,2,2,21,18,4,6,14,21,53
YES,65,72,6,9,1645,676,28770,5,1,15,21,9,6,13,15,56
YES,41,,,9,2152,389,28753,6,4,18,17,10,6,13,18,45
NO,29,,,,2152,389,28753,2,1,26,12,3,6,13,18,32
NO,101,48,6,,2152,389,28753,7,6,16,25,26,5,12,16,91
NO,113,59,,9,4511,840,28752,1,0,16,24,12,7,28,6,104
NO,17,,5,,1233,658,28730,1,1,20,7,1,5,13,20,20
NO,29,,5,,1233,658,28730,2,1,18,10,3,6,14,18,32
NO,101,53,,,2425,504,28693,7,5,16,28,18,6,28,16,93
YES,29,67,7,,2444,729,28668,3,2,21,10,3,6,13,21,26
NO,125,85,5,9,1527,640,28658,3,3,19,17,12,4,8,19,124
YES,29,65,7,,3899,733,28586,3,1,18,11,3,6,13,18,27
YES,65,31,7,9,2941,677,28577,3,1,22,18,6,6,12,22,64
NO,113,67,1,9,1518,485,28528,5,5,16,26,17,5,14,16,113
YES,65,52,7,9,1300,596,28518,2,2,24,20,7,6,11,24,65
NO,89,69,6,,1969,563,28457,1,0,24,16,4,4,9,24,86
NO,89,61,,9,1969,563,28457,1,1,20,21,7,6,16,20,81
NO,41,29,3,6,1264,582,28437,3,2,26,15,5,5,10,26,45
NO,41,41,4,,1476,395,28424,2,2,16,13,4,5,13,16,39
NO,137,85,7,9,3490,603,28416,7,2,19,33,37,6,27,19,124
NO,29,43,6,,1739,514,28412,2,0,26,8,2,4,9,26,31
NO,53,61,7,9,2313,517,28392,1,0,23,14,3,4,7,23,53
NO,113,68,4,,1174,501,28350,1,0,19,22,5,4,11,19,113
NO,41,55,7,9,1643,800,28339,1,1,20,13,4,3,7,15,44
NO,113,25,7,9,1643,800,28339,2,1,19,27,6,6,13,19,102
YES,89,70,,9,792,277,28311,6,3,18,11,14,2,5,18,86
NO,113,44,3,3,792,277,28311,1,1,17,28,11,6,14,17,104
YES,137,70,,9,1782,537,28303,1,0,30,28,8,6,15,18,127
YES,113,69,5,,3514,691,28298,1,1,21,25,17,5,25,18,104
YES,101,69,5,,3514,691,28298,4,0,15,21,12,5,12,15,93
YES,29,46,5,,1247,555,28285,5,3,16,7,13,3,25,15,29
YES,137,84,4,9,1642,522,28264,6,3,15,31,23,4,7,15,130
YES,29,58,7,,3442,658,28222,2,2,24,8,2,4,9,24,29
NO,137,81,6,,2044,455,28176,2,0,18,31,16,6,20,16,162
YES,77,,,8,2885,737,28134,4,2,15,21,7,6,30,15,69
YES,77,70,7,9,1513,521,28124,3,2,20,20,6,6,15,20,77
NO,41,57,7,9,1513,521,28124,2,1,25,17,4,6,11,25,44
NO,89,,,,1513,521,28124,4,2,15,23,12,6,12,15,78
NO,17,48,5,,678,320,28097,1,1,17,5,1,4,10,17,17
YES,29,49,6,,3237,676,28067,3,1,20,11,3,4,10,20,33
NO,101,63,7,9,2260,649,28065,1,1,19,22,7,6,13,19,96
NO,137,,,9,801,546,28063,3,1,15,35,18,7,19,15,120
NO,29,65,7,,1748,367,28053,2,2,16,10,2,5,12,16,30
NO,89,7,5,8,1748,367,28053,0,0,,21,9,5,8,18,86
YES,77,71,3,8,2589,620,28038,1,0,18,16,4,6,13,18,65
YES,89,61,,7,2111,320,28034,3,3,20,21,6,6,13,20,80
YES,65,,5,8,3694,421,28021,6,4,20,19,9,6,13,20,54
YES,29,73,6,,2313,502,28018,6,4,17,10,7,6,13,17,28
NO,101,75,7,9,1125,550,28012,6,3,13,38,22,10,26,13,92
YES,17,54,6,,825,401,28003,1,1,15,6,1,5,11,15,15
NO,89,47,,9,1586,641,27989,2,1,16,23,14,6,14,16,88
NO,113,42,5,6,996,439,27987,2,1,22,28,10,6,15,22,113
NO,65,52,5,9,1545,658,27965,1,0,27,19,4,5,11,27,57
NO,53,35,7,6,1531,633,27959,4,2,16,23,9,9,22,8,53
NO,113,44,5,9,1531,633,27959,5,0,18,25,11,6,13,18,104
YES,113,50,6,9,1809,742,27926,2,2,20,29,10,6,13,20,111
YES,89,48,3,,1680,884,27875,6,3,19,22,13,6,13,19,81
NO,41,48,7,9,1379,643,27864,4,2,18,15,8,6,13,18,44
YES,29,55,6,,2494,526,27861,3,3,21,11,3,6,12,21,29
NO,65,80,5,8,1007,438,27857,1,1,26,18,5,4,9,26,62
NO,41,56,7,9,1107,268,27852,3,3,16,16,6,6,14,16,44
NO,77,,,,1107,268,27852,4,3,18,23,11,6,13,18,76
YES,113,37,,5,4313,748,27850,1,0,19,22,7,6,14,19,113
NO,137,58,4,9,1885,750,27789,4,3,22,32,16,6,13,22,119
YES,41,77,5,,2692,394,27770,1,1,20,12,2,4,10,20,41
NO,65,79,1,7,1603,387,27764,3,1,16,18,6,6,16,16,56
NO,113,,6,,1140,588,27757,4,3,21,25,12,6,12,21,113
YES,77,26,,9,1223,575,27751,3,2,21,16,5,6,15,18,66
YES,77,82,6,9,4984,630,27747,3,3,24,15,7,4,7,24,65
NO,113,,,8,1635,616,27714,4,1,18,29,13,6,30,18,113
NO,137,84,7,9,1487,581,27704,2,1,18,31,10,6,13,18,123
YES,137,68,3,,1355,496,27692,3,2,17,24,15,6,13,17,118
YES,29,,5,,1052,505,27683,3,3,16,8,5,4,8,16,29
YES,89,37,5,9,1765,327,27674,8,5,15,40,21,11,27,8,87
NO,77,71,4,,1393,544,27668,2,0,18,14,4,6,12,18,69
YES,65,62,7,9,2368,578,27653,2,1,18,16,5,6,13,18,57
NO,113,,7,8,1722,511,27629,3,2,16,33,23,6,29,16,110
YES,137,73,5,8,1590,524,27625,8,3,18,33,28,6,15,18,123
YES,53,,,,1590,524,27625,2,2,16,14,5,6,15,16,52
YES,113,79,2,9,1848,643,27612,2,0,18,18,20,3,6,18,105
YES,89,67,7,9,1344,639,27610,3,3,16,23,14,6,13,16,81
YES,29,67,5,,1289,394,27608,1,1,24,9,1,6,11,24,24
NO,17,77,1,,1289,394,27608,1,1,16,6,1,5,12,16,16
NO,41,,4,,1492,440,27608,1,1,21,14,2,6,14,21,42
YES,41,60,5,,3365,544,27608,7,3,18,17,10,6,13,18,45
YES,41,40,5,,3365,544,27608,1,1,21,12,2,6,13,21,42
YES,77,50,7,7,4708,479,27598,11,7,18,23,30,6,13,18,67
YES,77,40,7,9,1139,630,27594,1,0,17,20,5,6,13,17,75
YES,65,77,6,,1413,634,27583,3,2,15,18,7,6,13,15,62
YES,41,76,7,,2598,518,27570,2,1,15,9,3,2,8,15,40
YES,17,22,6,,1781,762,27556,1,1,16,5,1,4,10,16,16
YES,53,42,6,9,3230,650,27549,1,0,15,14,3,3,10,15,50
NO,137,,1,,1947,389,27547,2,1,18,25,10,6,14,18,120
YES,89,79,7,9,1857,594,27547,1,0,20,18,7,4,15,20,84
YES,41,65,3,,2132,632,27547,1,0,18,9,2,4,10,18,41
NO,41,61,,,2132,632,27547,8,3,15,27,19,11,29,15,53
YES,29,,,,4474,467,27544,2,1,20,9,2,4,10,20,33
YES,29,72,5,,1569,553,27532,2,2,17,9,3,6,13,16,24
NO,53,71,4,8,1569,553,27532,2,1,18,8,4,1,6,18,53
NO,41,69,5,,1569,553,27532,2,1,21,10,4,4,10,18,40
NO,41,55,7,,906,381,27526,2,1,21,11,3,4,10,21,41
YES,137,61,7,9,2571,725,27523,3,2,16,21,15,4,10,16,102
NO,53,,6,9,1645,300,27518,4,3,20,15,5,6,13,20,52
YES,137,,7,9,1183,496,27491,2,1,18,28,23,3,7,18,123
YES,101,43,6,8,1793,781,27481,1,1,21,16,7,2,5,21,93
YES,89,72,4,9,1472,625,27469,4,3,18,23,14,6,20,6,85
NO,29,77,7,,1472,411,27463,4,2,18,11,4,6,14,18,30
NO,29,59,6,,1275,537,27448,2,1,17,10,2,5,11,17,28
NO,137,44,6,9,1275,537,27448,4,3,15,31,26,5,13,15,110
YES,53,72,5,7,1892,608,27443,3,0,16,19,10,6,13,16,53
NO,65,,5,9,1741,627,27436,2,1,18,18,6,6,13,18,65
YES,77,39,6,,2618,621,27432,2,2,23,23,6,6,13,23,77
YES,41,49,1,3,2167,346,27423,1,0,15,12,4,2,10,15,49
NO,41,42,7,9,968,344,27422,3,2,18,15,4,6,12,18,44
YES,29,,,,3663,749,27400,2,2,23,8,2,4,11,23,32
YES,89,40,,9,3663,749,27400,6,5,23,21,14,6,12,18,81
YES,29,38,7,,1483,673,27393,1,1,24,6,1,3,7,24,24
NO,17,51,6,,2444,856,27390,1,1,16,6,1,5,11,16,16
NO,89,,7,6,1403,310,27389,2,0,26,21,10,5,10,18,81
YES,17,,,,1783,744,27383,1,0,15,4,1,3,8,15,15
YES,137,79,4,9,1493,564,27377,1,0,19,18,22,3,33,17,126
YES,41,,,,1989,771,27373,1,1,19,8,3,2,4,19,43
NO,41,49,4,,1793,383,27350,4,1,20,15,6,6,12,20,40
NO,29,61,7,,1883,776,27317,4,3,21,12,4,6,13,21,32
